,Initial Solution,Moves,OFIS,OFFS,OF_Diff,Improvement,Label
31278,D0 C21 D0 D0 C22 C24 C27 D0 D0 C95 D0 D0 C64 C69 D0 D0 C11 C13 C18 C19 C15 C16 C14 C12 C10 D0 D0 C74 D0 D0 C20 D0 D0 C91 C88 C89 C29 D0 D0 C6 C52 C47 D0 D0 C25 C23 C26 C34 C50 C51 C45 C46 S15 D0 D0 C96 C73 C70 S20 C85 C77 D0 D0 C86 C4 C7 C5 C32 S11 D0 D0 C94 C98 C78 S19 D0 D0 C41 C44 C55 C68 D0 D0 C90 C82 C81 S20 D0 D0 C43 C42 C40 C60 C58 C56 C59 C57 D0 D0 C83 C76 C79 C87 S19 D0 D0 C28 C33 D0 D0 C93 C31 D0 D0 C8 C9 C17 C66 C63 D0 D0 C36 C38 C37 C48 C67 D0 D0 C80 C84 S3 C2 C30 S12 D0 D0 C35 C39 D0 D0 C65 C61 C3 C92 S4 C97 C100 C99 C1 C75 D0 D0 C62 C72 C49 C53 C54 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, RandomRouteDestroyCustomer, GreedyRepairCustomer",31330.58857,31299.72997,30.85859619,Medium,3
31323,D0 C2 C93 C1 C99 C100 D0 D0 C48 C43 C42 C41 C45 C50 C51 C47 D0 D0 C8 C21 D0 D0 C24 C27 D0 D0 C67 C63 C62 D0 D0 C64 D0 D0 C75 C10 C9 C13 C19 C12 C11 D0 D0 C66 C61 D0 D0 C74 C72 D0 D0 C29 C30 D0 D0 C68 C65 C49 D0 D0 C90 C91 C88 C4 C89 C95 C3 C87 S1 C54 D0 D0 C25 C23 C26 C34 C37 C46 S15 D0 D0 C86 C7 C32 S11 D0 D0 C20 C98 C94 C78 S19 D0 D0 C44 C57 C55 D0 D0 C84 C82 C81 C85 S16 D0 D0 C40 C59 C58 C56 C60 C52 D0 D0 C83 C76 C79 S19 C5 D0 D0 C33 D0 D0 C31 D0 D0 C18 C28 C22 D0 D0 C69 C36 C38 D0 D0 C15 C16 C17 C39 S12 D0 D0 C35 C6 D0 D0 C14 C97 S3 C96 C77 S20 C73 C80 S18 D0 D0 C92 S4 D0 D0 C53 D0 D0 C71 C70 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ZoneDestroyCustomer, GreedyRepairCustomer",47346.70791,44778.10978,2568.598133,Lot,4
31363,D0 C2 C93 C4 D0 D0 C48 C43 C41 C45 C50 C51 C47 D0 D0 C24 D0 D0 C29 C67 D0 D0 C75 C9 C13 C19 C14 C12 C11 C10 C8 D0 D0 C61 D0 D0 C63 C74 C62 D0 D0 C30 D0 D0 C68 C65 C42 C52 D0 D0 C89 C100 C95 C3 C88 C86 S1 C87 C49 C54 D0 D0 C23 C34 S15 C66 D0 D0 C7 C32 S11 D0 D0 C20 C98 C91 C84 C77 S19 D0 D0 C46 C44 C57 C55 D0 D0 C90 C83 C82 C81 C85 C78 S16 D0 D0 C40 C59 C56 C58 C60 C64 D0 D0 C72 C79 S19 C5 D0 D0 C33 C39 D0 D0 C21 C31 D0 D0 C18 C26 C28 C22 D0 D0 C25 C38 D0 D0 C15 C16 C17 C36 S12 C37 D0 D0 C35 C6 D0 D0 C96 C76 C73 C80 S18 D0 D0 C94 C92 S4 C97 C99 C1 C27 D0 D0 C69 C53 D0 D0 C71 C70 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, WorstTimeDestroyCustomer, GreedyRepairCustomer",34024.97683,34021.44029,3.536538376,Little,2
31388,D0 C2 C93 C91 D0 D0 C48 C43 C41 C45 C50 C51 C47 D0 D0 C24 D0 D0 C29 C67 D0 D0 C75 C5 C11 C9 C13 C19 C14 C12 C8 D0 D0 C63 C74 C62 D0 D0 C68 C65 C42 C52 D0 D0 C1 C100 C95 C3 C88 C86 S1 C87 C61 C49 C54 D0 D0 C23 C34 S15 C66 D0 D0 C89 C32 C31 S11 D0 D0 C20 C4 C84 C77 D0 D0 C46 C44 C57 C55 D0 D0 C83 C82 C78 S16 D0 D0 C40 C59 C56 C58 C60 C64 D0 D0 C72 C79 C81 S19 C90 D0 D0 C21 D0 D0 C18 C26 C28 C30 C22 D0 D0 C25 C39 C38 C37 D0 D0 C15 C16 C17 C36 S12 C33 D0 D0 C35 C6 D0 D0 C96 C85 C76 C73 C80 S18 D0 D0 C7 C98 C94 C92 S4 C97 C99 C10 C27 D0 D0 C69 C53 D0 D0 C71 C70 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",29186.94813,29178.94549,8.002635146,Little,2
31408,D0 C48 C41 C51 C6 D0 D0 C21 D0 D0 C62 C61 C57 C59 D0 D0 C78 C25 C23 S9 C26 S10 C30 D0 D0 C80 C7 C3 C100 C19 S7 C11 D0 D0 C35 C33 C34 D0 D0 C94 S18 D0 D0 C92 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, RandomRouteDestroyCustomer, GreedyRepairCustomer",9430.142484,9147.347685,282.794798,Lot,4
31417,D0 C48 C41 C6 D0 D0 C21 D0 D0 C62 C61 C57 C59 C35 S11 D0 D0 C25 C23 C26 C30 C34 D0 D0 C7 C94 C100 S7 C3 C19 S7 C11 D0 D0 C51 C33 D0 D0 C78 D0 D0 C80 S18 D0 D0 C92 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstTimeDestroyCustomer, GreedyRepairCustomer",11437.39139,11453.54902,-16.15762883,Negative,0
31422,D0 C48 C6 C21 D0 D0 C62 C61 C57 C59 C35 S11 D0 D0 C25 C23 C26 C30 C34 D0 D0 C7 C94 C92 C3 C100 S7 C19 C11 D0 D0 C41 C51 C33 D0 D0 C78 D0 D0 C80 S18 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",9664.172604,9664.262153,-0.089549174,Negative,0
31450,D0 C41 C57 C59 C51 C35 S11 D0 D0 C11 C25 C23 C30 S10 C26 D0 D0 C19 S9 C33 C34 C6 D0 D0 C21 D0 D0 C7 C100 C94 C3 C78 C80 S18 C61 C62 C48 D0 D0 C92 D0,"RandomDestroyStation, DeterministicBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",4099.169806,4079.951334,19.21847273,Medium,3
31459,D0 C48 C41 C51 C6 D0 D0 C62 C61 C57 C59 C35 S11 D0 D0 C11 C25 C23 C26 S10 C30 D0 D0 C80 C7 S3 C100 C19 S7 D0 D0 C21 C34 C33 D0 D0 C78 D0 D0 C94 C3 D0 D0 C92 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, WorstTimeDestroyCustomer, GreedyRepairCustomer",10107.86982,9756.332365,351.537458,Lot,4
31492,D0 C57 C59 S11 C35 D0 D0 C11 C25 C23 C26 C30 C21 D0 D0 C78 C3 C7 C94 C100 S7 C19 D0 D0 C48 C41 C51 C33 C34 D0 D0 C80 S18 C61 C62 C6 D0 D0 C92 D0,"RandomDestroyStation, DeterministicBestRepairStation, TimeBasedDestroyCustomer, GreedyRepairCustomer",4105.544259,4101.09267,4.451589284,Little,2
31497,D0 C57 C59 S11 C35 D0 D0 C25 C23 C26 C30 C21 D0 D0 C78 C3 C7 C94 C100 S7 C19 C11 D0 D0 C48 C41 C51 C33 C34 D0 D0 C62 C80 C61 S13 C6 D0 D0 C92 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ZoneDestroyCustomer, GreedyRepairCustomer",4098.615974,4098.325178,0.290795772,Zero,1
31511,D0 C41 C6 D0 D0 C21 D0 D0 C57 C59 C35 S11 D0 D0 C25 C23 C26 C34 S10 C30 D0 D0 C3 C7 C100 C11 C19 S7 C33 C51 D0 D0 C78 D0 D0 C94 C80 S19 C62 C61 C48 D0 D0 C92 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",8350.922937,8324.942637,25.98030092,Medium,3
31516,D0 C41 C6 D0 D0 C57 C59 C35 S11 D0 D0 C25 C19 C23 C26 S10 C34 C30 D0 D0 C3 C7 C94 C100 C11 S9 C33 C51 D0 D0 C78 C80 S19 C61 C62 C48 C21 D0 D0 C92 D0,"RandomDestroyStation, DeterministicBestRepairStation, WorstDistanceDestroyCustomer, GreedyRepairCustomer",4103.878063,4099.47103,4.407032578,Little,2
31555,D0 C48 C41 C6 D0 D0 C62 C61 C57 C59 C51 C35 S11 D0 D0 C11 C25 C23 S10 C30 C21 D0 D0 C80 C78 C7 S3 C100 S7 C19 C26 C34 C33 D0 D0 C3 C94 C92 D0,"RandomDestroyStation, DeterministicBestRepairStation, DemandBasedDestroyCustomer, GreedyRepairCustomer",4396.336797,3729.835314,666.5014832,Lot,4
31565,D0 C48 C41 C6 D0 D0 C62 C61 C57 C59 C51 S11 C35 C33 C34 D0 D0 C25 C23 C26 S10 C30 C21 D0 D0 C80 C78 S1 C3 C7 C94 C100 S7 C19 C11 D0 D0 C92 D0,"RandomDestroyStation, DeterministicBestRepairStation, GreedyRouteRemoval, GreedyRepairCustomer",2855.356867,2853.117889,2.238978208,Little,2
31608,D0 C5 C2 C1 D0 D0 C8 C22 C30 C6 D0 D0 C67 C64 C65 C49 D0 D0 C47 C52 C50 C51 C57 C59 C58 C46 D0 D0 C90 C89 C4 C3 C12 C17 C19 S7 C13 D0 D0 C9 C25 C26 C34 C24 D0 D0 C7 C98 C97 C83 C73 S16 C60 S14 D0 D0 C40 C33 D0 D0 C81 D0 D0 C36 D0 D0 C18 C28 C93 D0 D0 C92 C79 S19 D0 D0 C80 D0 D0 C76 D0 D0 C71 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, TimeBasedDestroyCustomer, GreedyRepairCustomer",28015.90301,26823.86731,1192.035695,Lot,4
31741,D0 C93 C5 C2 C1 D0 D0 C24 C36 C6 D0 D0 C67 C64 C49 C65 D0 D0 C47 C52 C50 C51 C46 C57 C59 C58 D0 D0 C90 C89 C4 C3 C98 C12 C17 C19 S7 C13 D0 D0 C8 C9 C25 C26 C34 D0 D0 C7 C83 C76 S20 C73 C60 S14 D0 D0 C40 C33 D0 D0 C18 C28 C22 D0 D0 C97 C92 C81 C79 C80 S19 C30 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, GreedyRouteRemoval, GreedyRepairCustomer",12645.01464,12635.38681,9.627825822,Little,2
31766,D0 C93 C5 C2 C1 D0 D0 C24 C36 C33 C6 D0 D0 C64 C49 C65 D0 D0 C47 C52 C50 C51 C59 C58 C57 C40 C46 D0 D0 C90 C89 C4 C3 C7 C12 C19 C18 C17 S7 C13 D0 D0 C8 C9 C25 C26 C28 C34 D0 D0 C83 C76 C73 C80 S16 C60 S14 D0 D0 C98 C97 C92 C81 C79 S19 C67 C30 C22 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",10150.24735,10143.15507,7.092286774,Little,2
31790,D0 C5 C2 C1 D0 D0 C8 C22 C24 C30 C6 D0 D0 C67 C64 C65 C49 D0 D0 C47 C52 C50 C51 C46 C57 C59 C58 D0 D0 C90 C89 C4 C3 C12 C13 C17 C19 S7 D0 D0 C9 C25 C34 D0 D0 C7 C98 C97 C73 S16 C60 S14 D0 D0 C40 C33 D0 D0 C83 C81 D0 D0 C36 D0 D0 C18 C28 C26 D0 D0 C93 C92 C79 S19 D0 D0 C80 D0 D0 C76 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",35497.3904,30277.17964,5220.210764,Lot,4
31855,D0 C22 C24 D0 D0 C64 C65 C49 D0 D0 C52 C50 C51 C40 C57 C59 C58 C60 C46 D0 D0 C89 C4 C3 C7 C1 C2 C5 C13 C19 C12 S7 C8 D0 D0 C9 C26 C25 D0 D0 C98 C97 C92 C83 S1 C71 C73 C80 S16 C47 D0 D0 C34 C33 D0 D0 C81 D0 D0 C36 C6 D0 D0 C17 C18 C28 C30 D0 D0 C93 C90 C79 S19 C67 D0 D0 C76 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",16348.9174,16344.23548,4.68192775,Little,2
31860,D0 C24 D0 D0 C64 C65 C49 D0 D0 C52 C50 C51 C40 C57 C59 C58 C60 C46 D0 D0 C89 C4 C3 C7 C2 C5 C13 C19 C12 S7 C9 C8 D0 D0 C30 C26 C25 D0 D0 C1 C98 C97 C92 C83 C71 C73 C80 S1 S0 C47 D0 D0 C34 C33 D0 D0 C81 D0 D0 C36 C6 D0 D0 C17 C18 C28 C22 D0 D0 C93 C90 C79 S19 C67 D0 D0 C76 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, DemandBasedDestroyCustomer, GreedyRepairCustomer",16023.99854,15978.59894,45.39959886,Medium,3
31865,D0 C24 D0 D0 C64 C49 C65 D0 D0 C52 C50 C51 C40 C57 C59 C58 C60 C46 D0 D0 C89 C4 C3 C7 C2 C13 C19 C12 S7 C9 C8 D0 D0 C30 C26 C25 D0 D0 C5 C1 C98 C97 C92 C83 S1 C71 C73 C80 S1 C47 D0 D0 C34 C33 D0 D0 C81 D0 D0 C36 C6 D0 D0 C17 C18 C28 C22 D0 D0 C93 C90 C79 S19 C67 D0 D0 C76 D0,"RandomDestroyStation, DeterministicBestRepairStation, RandomRouteDestroyCustomer, GreedyRepairCustomer",15976.50139,15974.75573,1.74565636,Zero,1
31874,D0 C5 C2 C1 D0 D0 C8 C24 C6 D0 D0 C67 C64 C65 C49 D0 D0 C47 C52 C50 C51 C46 C57 C59 C58 D0 D0 C90 C89 C4 C3 C12 C13 C17 C19 S7 D0 D0 C9 C25 C26 C34 C22 D0 D0 C7 C98 C97 C73 S16 C60 S14 D0 D0 C40 C33 D0 D0 C83 C81 D0 D0 C36 D0 D0 C18 C28 C30 D0 D0 C93 C92 C79 S19 D0 D0 C80 D0 D0 C76 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProbabilisticWorstRemovalCustomer, GreedyRepairCustomer",28405.11447,27626.5157,778.5987671,Lot,4
31959,D0 C5 D0 D0 C8 C24 C6 D0 D0 C67 C64 C65 C49 D0 D0 C47 C52 C50 C51 C46 C57 C59 C58 D0 D0 C90 C4 C3 C1 C12 C17 C19 S7 C13 D0 D0 C9 C25 C26 C34 C22 D0 D0 C98 C97 C83 C76 C73 S16 C60 D0 D0 C40 C33 D0 D0 C81 D0 D0 C2 C36 D0 D0 C18 C28 C30 D0 D0 C93 C89 C7 C92 C79 S19 D0 D0 C80 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, ShawDestroyCustomer, GreedyRepairCustomer",19893.73203,19892.03182,1.70020832,Zero,1
31969,D0 C5 D0 D0 C8 C24 C6 D0 D0 C67 C64 C65 C49 D0 D0 C47 C52 C50 C51 C57 C59 C58 C46 D0 D0 C90 C4 C3 C1 C12 C17 C19 S7 C13 D0 D0 C9 C25 C26 C34 C22 D0 D0 C76 C73 C83 S16 C60 D0 D0 C40 C33 D0 D0 C2 C36 D0 D0 C18 C28 C30 D0 D0 C93 C89 C7 C98 C97 C92 C81 S19 C79 D0 D0 C80 D0 D0 C71 S20 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, ZoneDestroyCustomer, GreedyRepairCustomer",16878.51259,16885.96227,-7.449676991,Negative,0
32069,D0 C93 C5 C2 C90 D0 D0 C8 C22 C30 D0 D0 C67 C65 C59 D0 D0 C47 C52 C50 C51 C46 C40 C57 C58 D0 D0 C89 C4 C3 C1 C12 C19 C17 S7 C13 D0 D0 C9 C25 C18 C26 C34 D0 D0 C7 C98 C97 C83 C71 C73 C76 C81 S19 C49 C60 S14 D0 D0 C36 C33 D0 D0 C24 C28 C6 D0 D0 C92 C79 S19 C64 D0 D0 C80 D0,"RandomDestroyStation, DeterministicBestRepairStation, RandomRouteDestroyCustomer, GreedyRepairCustomer",13024.61274,13025.84219,-1.229451047,Negative,0
32133,D0 C93 C5 C2 C1 C89 D0 D0 C24 C6 C13 D0 D0 C67 C64 C49 C65 D0 D0 C47 C52 C50 C51 C57 C59 C58 C46 D0 D0 C90 C4 C3 C12 C17 C19 S7 D0 D0 C8 C9 C25 C26 C34 D0 D0 C7 C98 C97 C73 S20 C60 S14 D0 D0 C40 C33 D0 D0 C83 C81 D0 D0 C36 D0 D0 C18 C28 C22 D0 D0 C92 C79 S0 C30 D0 D0 C80 D0 D0 C76 D0 D0 C71 S20 D0,"RandomDestroyStation, DeterministicBestRepairStation, DemandBasedDestroyCustomer, GreedyRepairCustomer",28505.90835,28443.41761,62.49074566,Lot,4
32313,D0 C93 C5 C2 C1 D0 D0 C22 C24 C30 C6 D0 D0 C67 C64 C65 C49 D0 D0 C47 C52 C50 C51 C46 C57 C59 C58 D0 D0 C89 C4 C3 C7 C12 C17 C19 S7 C13 C8 D0 D0 C9 C26 C28 C34 D0 D0 C98 C97 C83 C73 S16 C60 S14 D0 D0 C40 C33 D0 D0 C81 D0 D0 C25 C36 D0 D0 C18 D0 D0 C92 C79 C71 S19 C90 D0 D0 C80 D0 D0 C76 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",19434.29978,19426.57125,7.728527208,Little,2
32328,D0 C93 C5 C2 C1 D0 D0 C22 C30 D0 D0 C65 C49 C64 C67 D0 D0 C47 C52 C50 C51 C46 C57 C59 C58 D0 D0 C89 C4 C3 C7 C12 C17 C19 S7 C13 C8 D0 D0 C9 C26 C28 C34 D0 D0 C98 C97 C92 C83 S1 C73 C80 S16 C60 D0 D0 C40 C33 D0 D0 C25 C36 C24 D0 D0 C18 C6 D0 D0 C90 C79 S20 C71 C81 D0 D0 C76 D0,"RandomDestroyStation, DeterministicBestRepairStation, ProximityBasedDestroyCustomer, GreedyRepairCustomer",13044.94178,13044.05265,0.889126917,Zero,1
32357,D0 C93 C5 C2 C1 C99 C100 C97 C95 C94 D0 D0 C20 C22 C24 C27 D0 D0 C48 C43 C42 C41 C45 C50 C51 C47 D0 D0 C21 D0 D0 C67 C63 C66 C69 C64 C61 C74 C62 D0 D0 C10 C11 C9 C25 C23 C26 C28 C36 C34 C33 S11 D0 D0 C29 C30 D0 D0 C68 C65 C49 C55 C57 C59 C54 C53 D0 D0 C90 C91 C88 C84 C4 C3 C98 C89 C87 C77 S1 D0 D0 C52 C6 D0 D0 C72 C46 D0 D0 C96 C78 C85 D0 D0 C86 C7 C12 C13 C17 C19 S7 C8 D0 D0 C40 C60 C58 C56 C44 C35 C37 S12 D0 D0 S11 C76 S20 D0 D0 C83 C81 C73 C70 C71 S20 D0 D0 S11 S20 D0 D0 C18 C39 S12 D0 D0 C32 C82 S1 C79 D0 D0 C15 C16 C38 S12 D0 D0 C31 C14 C92 S4 C75 D0 D0 C80 D0,"RandomDestroyStation, DeterministicBestRepairStation, TimeBasedDestroyCustomer, GreedyRepairCustomer",27971.89928,27972.46175,-0.562467297,Negative,0
32392,D0 C93 C5 C2 C1 C99 C100 C97 C95 C94 D0 D0 C22 C27 D0 D0 C48 C43 C42 C41 C45 C50 C51 C47 D0 D0 C63 C66 C69 C64 C61 C74 C62 C67 D0 D0 C10 C11 C9 C25 C23 C26 C28 C36 C33 S11 D0 D0 C30 C72 D0 D0 C65 C55 C57 C59 C53 C54 C49 C68 D0 D0 C90 C88 C84 C4 C3 C98 C89 C91 C77 S1 C87 D0 D0 C20 C24 C6 D0 D0 C46 D0 D0 C96 C78 C85 D0 D0 C86 C7 C13 C19 S7 C8 D0 D0 C40 C60 C58 C56 C44 C35 S11 D0 D0 C29 S11 C52 D0 D0 C81 C76 C73 C70 C71 S20 D0 D0 C21 S11 S20 D0 D0 C18 C39 S12 C37 D0 D0 C32 C83 C82 S1 C79 D0 D0 C34 C38 S12 C15 D0 D0 C31 C17 C16 C14 C12 S4 C92 C75 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",25505.26564,25466.82901,38.43663202,Medium,3
32402,D0 C93 C5 C2 C1 C99 C100 C97 C95 C92 C94 D0 D0 C22 C27 D0 D0 C48 C43 C42 C41 C45 C50 C47 D0 D0 C63 C66 C69 C64 C61 C74 C62 C67 D0 D0 C10 C11 C9 C25 C23 C26 C28 C36 C33 S11 D0 D0 C30 C72 D0 D0 C65 C55 C57 C59 C53 C54 C49 C68 D0 D0 C90 C88 C4 C3 C98 C89 C91 C84 C77 S1 C87 D0 D0 C20 C24 C6 D0 D0 C46 D0 D0 C96 C78 C85 D0 D0 C86 C7 C13 C19 S7 C8 D0 D0 C40 C60 C58 C56 C44 C35 S11 D0 D0 C29 S11 C52 D0 D0 C81 C76 C79 C73 C70 C71 S20 D0 D0 C21 S11 C51 S20 D0 D0 C18 C39 S12 C37 D0 D0 C32 C83 C82 S1 D0 D0 C34 C38 S12 C15 D0 D0 C31 C17 C16 C14 C12 S5 C75 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",25447.3278,25430.18264,17.14515648,Medium,3
32492,D0 C93 C5 C75 C2 C1 C99 C100 C97 C92 C94 C95 D0 D0 C24 C27 C22 D0 D0 C48 C43 C41 C42 C45 C50 C47 D0 D0 C21 C67 C69 C74 C63 D0 D0 C10 C11 C9 C25 C23 C28 C36 C34 S11 D0 D0 C20 C29 C30 D0 D0 C68 C65 C57 C59 C56 C53 C54 C55 C49 D0 D0 C91 C88 C4 C3 C98 C89 C90 C87 C77 S1 C84 D0 D0 C52 C6 D0 D0 C62 C72 D0 D0 C96 C78 C85 D0 D0 C86 C7 C12 C15 C17 S7 C8 D0 D0 C46 C44 C40 C60 C58 C35 S12 C38 C37 D0 D0 C32 S11 C51 C66 D0 D0 C83 C81 C73 C70 C71 S20 D0 D0 C31 S11 C64 C76 S20 D0 D0 C82 C79 C61 S19 D0 D0 C13 C14 C16 C19 C18 C26 C39 S12 C33 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyRouteRemoval, GreedyRepairCustomer",22685.29394,22654.33526,30.95868302,Medium,3
32642,D0 C21 C5 C75 C2 C93 D0 D0 C27 C22 D0 D0 C48 C43 C41 C45 C51 C50 C47 D0 D0 C66 C69 C64 C61 C74 C62 C63 C67 D0 D0 C8 C9 C25 C23 C26 C28 C36 C34 C33 C31 S11 D0 D0 C20 C24 C29 D0 D0 C68 C65 C49 C55 C59 C56 C53 C54 C57 D0 D0 C90 C91 C3 C98 C1 C89 C88 C84 C77 S1 D0 D0 C7 C99 C95 C94 C92 C97 C100 C12 C16 S7 C13 S7 C11 C10 D0 D0 C46 C44 C40 C58 C60 C35 S12 C30 D0 D0 S11 C42 C72 C76 S20 C87 D0 D0 C81 C73 C70 C71 S20 C85 C83 C86 D0 D0 S11 C52 C96 C78 S20 C4 D0 D0 C17 C18 C39 S12 C37 C32 C6 D0 D0 C82 C79 C80 S19 D0 D0 C15 C19 S12 C38 D0 D0 C14 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, DemandBasedDestroyCustomer, GreedyRepairCustomer",17986.97349,17151.83198,835.1415096,Lot,4
32697,D0 C93 C5 C75 C2 C1 C99 C100 C97 C95 C92 C94 C7 D0 D0 C20 C27 C22 D0 D0 C48 C43 C42 C41 C45 C50 C47 D0 D0 C21 D0 D0 C67 C63 C66 C69 C64 C61 C74 C62 D0 D0 C10 C11 C25 C23 C26 C28 C34 C33 C31 S11 D0 D0 C24 C29 D0 D0 C65 C55 C57 C59 C56 C53 C54 C49 D0 D0 C90 C88 C84 C4 C98 C3 C91 C87 C77 S1 D0 D0 C52 C6 D0 D0 C96 C78 C85 D0 D0 C86 C89 C12 C17 C19 C15 S7 C9 C8 D0 D0 C46 C44 C40 C60 C58 C35 S12 C37 D0 D0 C13 C16 C30 C32 S11 D0 D0 C83 C82 C81 C76 C79 C73 C70 C71 S20 D0 D0 S11 C51 C68 C72 S20 D0 D0 C18 C39 S12 D0 D0 C14 C36 C38 S12 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",22643.36543,22641.65232,1.713110987,Zero,1
32762,D0 C93 C5 C75 C2 C1 C99 C100 C97 C95 C94 D0 D0 C20 C24 C27 D0 D0 C48 C43 C42 C41 C45 C50 C51 C32 C47 D0 D0 C8 C21 D0 D0 C67 C63 C62 C66 C69 C64 C61 C74 D0 D0 C10 C11 C9 C25 C23 C26 C28 C36 C34 C33 S11 D0 D0 C29 C30 D0 D0 C68 C65 C49 C55 C57 C59 C54 C53 D0 D0 C90 C91 C88 C4 C3 C98 C89 C87 C77 S1 C84 D0 D0 C52 C6 D0 D0 C72 C46 D0 D0 C96 C78 C85 D0 D0 C86 C7 C12 C13 C17 C19 C15 S7 D0 D0 C60 C58 C56 S12 C37 C39 D0 D0 S11 S20 D0 D0 C83 C81 C73 C70 C71 S20 D0 D0 C31 S11 C76 S20 D0 D0 C82 C79 S0 C22 D0 D0 C16 C18 C38 S12 C35 D0 D0 C14 C40 C44 C92 S4 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, RandomRouteDestroyCustomer, GreedyRepairCustomer",28925.2536,25782.95576,3142.297837,Lot,4
32777,D0 C93 C5 C75 C2 C1 C99 C100 C97 C95 C94 D0 D0 C20 C24 C27 D0 D0 C48 C43 C47 C42 C41 C45 C51 C32 D0 D0 C8 D0 D0 C63 C62 C66 C69 C64 C61 C74 C67 D0 D0 C10 C9 C25 C23 C28 C36 C34 C33 S11 D0 D0 C29 C30 D0 D0 C68 C65 C49 C55 C59 C53 C54 C57 D0 D0 C90 C4 C3 C98 C89 C91 C87 C77 S1 C84 D0 D0 C52 C6 D0 D0 C46 C72 D0 D0 C96 C78 C85 D0 D0 C86 C88 C7 C13 C17 C19 C15 S7 D0 D0 C60 C58 C56 S11 C39 D0 D0 C21 C22 S11 S20 D0 D0 C83 C82 C81 C76 C79 C73 C70 C71 S20 D0 D0 C31 S11 C50 S20 D0 D0 C12 C14 C16 C18 C26 C37 C38 S12 C35 D0 D0 C40 C44 C11 C92 S4 D0 D0 C80 D0,"RandomDestroyStation, DeterministicBestRepairStation, TimeBasedDestroyCustomer, GreedyRepairCustomer",24483.72399,24475.71785,8.006137222,Little,2
32902,D0 C93 C5 C75 C1 C99 C100 C97 C92 C94 C95 D0 D0 C20 C24 C27 C22 D0 D0 C48 C43 C41 C42 C45 C50 C47 D0 D0 C67 C62 C66 C69 C64 C61 C74 C63 D0 D0 C10 C11 C9 C25 C23 C26 C28 C36 C33 S11 D0 D0 C65 C49 C55 C59 C54 C53 C57 D0 D0 C88 C84 C3 C98 C4 C89 C91 C90 C87 C77 S1 D0 D0 C52 C6 D0 D0 C21 C46 D0 D0 C96 C78 C85 D0 D0 C86 C7 C2 C13 C19 C14 C12 S7 C8 D0 D0 C44 C40 C58 C56 C60 C35 C37 S12 C34 C30 D0 D0 C32 S11 C51 C68 C79 S20 D0 D0 C83 C81 C73 C70 C71 S20 D0 D0 C31 S11 C76 S20 D0 D0 C18 C39 S12 D0 D0 C82 S19 C72 D0 D0 C15 C16 C17 S12 C38 C29 D0 D0 C80 D0,"RandomDestroyStation, ProbabilisticBestRepairStation, GreedyDestroyCustomer, GreedyRepairCustomer",22708.60113,22707.97843,0.622709515,Zero,1
